,POS,points,first name,last name,age,country,liga,club,id,comp,place,date,category,weapon,gender,event,type,Poule,poule_order,PVICT,PTD,PTR,PIND,PT-DIFF,rank_poule,p_matches,p1_td,p1_tr,p1_result,p1_opp_id,p2_td,p2_tr,p2_result,p2_opp_id,p3_td,p3_tr,p3_result,p3_opp_id,p4_td,p4_tr,p4_result,p4_opp_id,p5_td,p5_tr,p5_result,p5_opp_id,td_t32,tr_t32,match_dif_t32,match_res_t32,t32_opp_id,td_t16,tr_t16,match_dif_t16,match_res_t16,t16_opp_id,td_t8,tr_t8,match_dif_t8,match_res_t8,t8_opp_id,td_semi,tr_semi,match_dif_semi,match_res_semi,semi_opp_id,td_final,tr_final,match_dif_final,match_res_final,final_opp_id,name,PMTR,PMTD,PMT-DIFF,TTR,TTD,TMT-DIFF,PM1V%,PM1&2V%,TMV,p6_td,p6_tr,p6_result,p6_opp_id,td_t64,tr_t64,match_dif_t64,match_res_t64,t64_opp_id,p7_td,p7_tr,p7_result,p7_opp_id,p8_td,p8_tr,p8_result,p8_opp_id
220,3,20,CHRISTIAN DANIEL,MORALES JIMENEZ,17,COLOMBIA,BOGOTA,MOSQUETEROS,253,"I Escalafón Nacional Infantil,Precadete, Cadete y Juvenil, CAR-Coliseo 3, Calle 63#59A-06 Bogotá",Bogotá,2019-01-26,M15,S,M,I,NAL,1,1,5,26,16,0.833333333333333,10,3,6,5,0,1,254,5,4,1,275,5,1,1,129,5,2,1,1044,1,5,0,762,,,,,,,,,,,15,8,7,1,129,14,15,-1,0,275,,,,,,CHRISTIAN DANIEL MORALES JIMENEZ,2.66666666666667,4.33333333333333,1.66666666666667,10.4166666666667,14.8333333333333,4.41666666666667,1,1,1,5,4,1,1994,,,,,,,,,,,,,
221,5,14,ALEJANDRO,PINZON GUERRA,17,COLOMBIA,ANTIOQUIA,ESGRIMA FENCING CLUB,1994,"I Escalafón Nacional Infantil,Precadete, Cadete y Juvenil, CAR-Coliseo 3, Calle 63#59A-06 Bogotá",Bogotá,2019-01-26,M15,S,M,I,NAL,1,5,2,23,21,0.333333333333333,2,5,6,3,5,0,1044,2,5,0,762,5,0,1,129,5,1,1,254,4,5,0,275,,,,,,,,,,,11,15,-4,0,1044,,,,,,,,,,,ALEJANDRO PINZON GUERRA,3.5,3.83333333333333,0.333333333333333,13.1666666666667,12.6111111111111,-0.555555555555554,0,0,0,4,5,0,253,,,,,,,,,,,,,
222,6,14,SALOMON NADIM,SAGRA BERDUGO,16,COLOMBIA,BOGOTA,MOSQUETEROS,129,"I Escalafón Nacional Infantil,Precadete, Cadete y Juvenil, CAR-Coliseo 3, Calle 63#59A-06 Bogotá",Bogotá,2019-01-26,M15,S,M,I,NAL,1,6,1,13,25,0.166666666666667,-12,6,6,2,5,0,275,5,0,1,254,1,5,0,253,0,5,0,1994,1,5,0,1044,,,,,,,,,,,8,15,-7,0,253,,,,,,,,,,,SALOMON NADIM SAGRA BERDUGO,4.16666666666667,2.16666666666667,-2,14.7222222222222,7.72222222222222,-7,0,0,0,4,5,0,762,,,,,,,,,,,,,
223,7,14,JUAN FELIPE,BAQUERO HERRERA,15,COLOMBIA,BOGOTA,MOSQUETEROS,254,"I Escalafón Nacional Infantil,Precadete, Cadete y Juvenil, CAR-Coliseo 3, Calle 63#59A-06 Bogotá",Bogotá,2019-01-26,M15,S,M,I,NAL,1,2,0,5,30,0,-25,7,6,0,5,0,253,0,5,0,129,1,5,0,275,1,5,0,762,1,5,0,1994,,,,,,,,,,,9,15,-6,0,275,,,,,,,,,,,JUAN FELIPE BAQUERO HERRERA,5,0.833333333333333,-4.16666666666667,16.6666666666667,4.94444444444444,-11.7222222222222,0,0,0,2,5,0,1044,,,,,,,,,,,,,
224,1,32,CARMEN ANDREA,CORREA SANTA,17,COLOMBIA,ANTIOQUIA,ESGRIMA FENCING CLUB,941,"I Escalafón Nacional Infantil,Precadete, Cadete y Juvenil, CAR-Coliseo 3, Calle 63#59A-06 Bogotá",Bogotá,2019-01-26,M15,E,F,I,NAL,2,1,2,14,8,0.666666666666667,6,2,3,5,2,1,249,4,5,0,1488,5,1,1,2285,,,,,,,,,,,,,,,,,,,15,4,11,1,249,15,5,10,1,1488,15,8,7,1,924,CARMEN ANDREA CORREA SANTA,2.66666666666667,4.66666666666667,2,5.53333333333333,12.7333333333333,7.2,1,0,3,,,,,,,,,,,,,,,,,
225,2,26,ALEJANDRA,PIEDRAHITA GOMEZ,18,COLOMBIA,ANTIOQUIA,ESGRIMA FENCING CLUB,924,"I Escalafón Nacional Infantil,Precadete, Cadete y Juvenil, CAR-Coliseo 3, Calle 63#59A-06 Bogotá",Bogotá,2019-01-26,M15,E,F,I,NAL,1,3,2,14,9,0.666666666666667,5,2,3,4,5,0,501,5,0,1,1314,5,4,1,85,,,,,,,,,,,,,,,,,,,15,11,4,1,85,15,13,2,1,501,8,15,-7,0,941,ALEJANDRA PIEDRAHITA GOMEZ,3,4.66666666666667,1.66666666666667,10.2,11.3333333333333,1.13333333333333,0,0,2,,,,,,,,,,,,,,,,,
226,3,20,PAULA ISABELLA,CASTRO NIAMPIRA,16,COLOMBIA,CUNDINAMARCA,CLUB GUARDIA REAL CHIA,1488,"I Escalafón Nacional Infantil,Precadete, Cadete y Juvenil, CAR-Coliseo 3, Calle 63#59A-06 Bogotá",Bogotá,2019-01-26,M15,E,F,I,NAL,2,3,3,14,10,1,4,1,3,5,4,1,2285,5,4,1,941,4,2,1,249,,,,,,,,,,,,,,,,,,,15,4,11,1,2285,5,15,-10,0,941,,,,,,PAULA ISABELLA CASTRO NIAMPIRA,3.33333333333333,4.66666666666667,1.33333333333333,8.08333333333333,9.66666666666667,1.58333333333333,1,1,1,,,,,,,,,,,,,,,,,
227,3,20,VALENTINA,TRIANA CEBALLOS,18,COLOMBIA,VALLE,Club Olga Quevedo,501,"I Escalafón Nacional Infantil,Precadete, Cadete y Juvenil, CAR-Coliseo 3, Calle 63#59A-06 Bogotá",Bogotá,2019-01-26,M15,E,F,I,NAL,1,2,3,15,8,1,7,1,3,5,4,1,924,5,2,1,85,5,2,1,1314,,,,,,,,,,,,,,,,,,,15,3,12,1,1314,13,15,-2,0,924,,,,,,VALENTINA TRIANA CEBALLOS,2.66666666666667,5,2.33333333333333,7.16666666666667,12,4.83333333333333,1,1,1,,,,,,,,,,,,,,,,,
228,5,14,MARIA ALEJANDRA,SOLERA NEGRETE,16,COLOMBIA,BOGOTA,CLUB DE ESGRIMA SPARTACUS,85,"I Escalafón Nacional Infantil,Precadete, Cadete y Juvenil, CAR-Coliseo 3, Calle 63#59A-06 Bogotá",Bogotá,2019-01-26,M15,E,F,I,NAL,1,4,1,11,11,0.333333333333333,0,3,3,5,1,1,1314,2,5,0,501,4,5,0,924,,,,,,,,,,,,,,,,,,,11,15,-4,0,924,,,,,,,,,,,MARIA ALEJANDRA SOLERA NEGRETE,3.66666666666667,3.66666666666667,0,9.88888888888889,8.55555555555556,-1.33333333333333,1,0,0,,,,,,,,,,,,,,,,,
229,6,14,ISABELLA,GONZALEZ RODRÍGUEZ,15,COLOMBIA,ANTIOQUIA,CLUB DEPORTIVO TIZONA,249,"I Escalafón Nacional Infantil,Precadete, Cadete y Juvenil, CAR-Coliseo 3, Calle 63#59A-06 Bogotá",Bogotá,2019-01-26,M15,E,F,I,NAL,2,4,1,9,13,0.333333333333333,-4,3,3,2,5,0,941,5,4,1,2285,2,4,0,1488,,,,,,,,,,,,,,,,,,,4,15,-11,0,941,,,,,,,,,,,ISABELLA GONZALEZ RODRÍGUEZ,4.33333333333333,3,-1.33333333333333,10.7777777777778,5.33333333333333,-5.44444444444445,0,0,0,,,,,,,,,,,,,,,,,
230,7,14,ERIKA VALENTINA,SOSA RINCON,17,COLOMBIA,BOGOTA,CLUB DE ESGRIMA SPARTACUS,2285,"I Escalafón Nacional Infantil,Precadete, Cadete y Juvenil, CAR-Coliseo 3, Calle 63#59A-06 Bogotá",Bogotá,2019-01-26,M15,E,F,I,NAL,2,2,0,9,15,0,-6,4,3,4,5,0,1488,4,5,0,249,1,5,0,941,,,,,,,,,,,,,,,,,,,4,15,-11,0,1488,,,,,,,,,,,ERIKA VALENTINA SOSA RINCON,5,3,-2,11.6666666666667,5.33333333333333,-6.33333333333333,0,0,0,,,,,,,,,,,,,,,,,
231,8,14,SARA,FAJARDO GACHARNá,16,COLOMBIA,CUNDINAMARCA,CLUB GUARDIA REAL CHIA,1314,"I Escalafón Nacional Infantil,Precadete, Cadete y Juvenil, CAR-Coliseo 3, Calle 63#59A-06 Bogotá",Bogotá,2019-01-26,M15,E,F,I,NAL,1,1,0,3,15,0,-12,4,3,1,5,0,85,0,5,0,924,2,5,0,501,,,,,,,,,,,,,,,,,,,3,15,-12,0,501,,,,,,,,,,,SARA FAJARDO GACHARNá,5,1,-4,11.6666666666667,2.33333333333333,-9.33333333333333,0,0,0,,,,,,,,,,,,,,,,,
232,1,32,JUANITA,GUALTERO MOSQUERA,20,COLOMBIA,TOLIMA,Club Deportivo de Esgrima,472,"I Escalafón Nacional Infantil,Precadete, Cadete y Juvenil, CAR-Coliseo 3, Calle 63#59A-06 Bogotá",Bogotá,2019-01-26,C,F,F,I,NAL,1,3,5,25,4,1,21,1,5,5,1,1,601,5,2,1,814,5,0,1,1609,5,1,1,645,5,0,1,2400,,,,,,,,,,,15,0,15,1,1129,11,4,7,1,178,15,12,3,1,794,JUANITA GUALTERO MOSQUERA,0.8,5,4.2,4.16,14.2,10.04,1,1,3,,,,,,,,,,,,,,,,,
233,2,26,VALENTINA,MORA HURTADO,18,COLOMBIA,VALLE,Pothos Club,794,"I Escalafón Nacional Infantil,Precadete, Cadete y Juvenil, CAR-Coliseo 3, Calle 63#59A-06 Bogotá",Bogotá,2019-01-26,C,F,F,I,NAL,2,1,2,14,12,0.5,2,3,4,5,3,1,1129,3,5,0,629,5,0,1,1463,1,4,0,178,,,,,,,,,,15,0,15,1,1609,15,13,2,1,814,15,6,9,1,645,12,15,-3,0,472,VALENTINA MORA HURTADO,3,3.5,0.5,8.16666666666667,12.4166666666667,4.25,1,0,3,,,,,,,,,,,,,,,,,
234,3,20,JENNIFER,LOZANO ROMERO,19,COLOMBIA,VALLE,Pothos Club,645,"I Escalafón Nacional Infantil,Precadete, Cadete y Juvenil, CAR-Coliseo 3, Calle 63#59A-06 Bogotá",Bogotá,2019-01-26,C,F,F,I,NAL,1,2,2,17,15,0.4,2,4,5,3,5,0,814,5,0,1,2400,3,5,0,601,1,5,0,472,5,0,1,1609,,,,,,15,13,2,1,1463,15,13,2,1,629,6,15,-9,0,794,,,,,,JENNIFER LOZANO ROMERO,3,3.4,0.4,11.8,11.28,-0.520000000000001,0,0,2,,,,,,,,,,,,,,,,,
