,final_pos,points,name,age,country,id,competition,place,date,category,weapon,gender,event,type,td_pre128,tr_pre128,opp_pre128,match_dif_pre128,match_res_pre128,td_pre64,tr_pre64,opp_pre64,match_dif_pre64,match_res_pre64,td_t64,tr_t64,opp_t64,match_dif_t64,match_res_t64,td_t32,tr_t32,opp_t32,match_dif_t32,match_res_t32,td_t16,tr_t16,opp_t16,match_dif_t16,match_res_t16,td_t8,tr_t8,opp_t8,match_dif_t8,match_res_t8,td_semi,tr_semi,opp_semi,match_dif_semi,match_res_semi,td_final,tr_final,opp_final,match_dif_final,match_res_final,rank_poule,poule_vict,M,td_polues,tr_poules,poule_ind,p_diff,poule_order,p1,p2,p3,p4,p5,p6,p_matches,p1_result,p1_td,p1_tr,p1_opp,p2_result,p2_td,p2_tr,p2_opp,p3_result,p3_td,p3_tr,p3_opp,p4_result,p4_td,p4_tr,p4_opp,p5_result,p5_td,p5_tr,p5_opp,p6_result,p6_td,p6_tr,p6_opp,td_pre256,tr_pre256,opp_pre256,match_dif_pre256,match_res_pre256
286,115,0.5,BORSODY Emma,21,HUN,borsodyemma,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,11.0,15.0,liucharlene,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,4.0,6.0,27.0,22.0,0.667,5.0,2.0,D/4,V/5,V/5,D/3,V/5,V/5,6.0,D,3,4,washingtoni,V,5,4,raposodana,V,5,3,abdulrahman,V,5,4,engdahlsoph,V,5,2,dejongchery,D,4,5,burkhardisa,,,,,
287,116,0.5,FERNANDEZ CALLEJA Sara,28,ESP,fernandezca,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,10.0,14.0,swatowska-w,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,4.0,6.0,26.0,21.0,0.667,5.0,1.0,V/5,V/5,V/5,V/5,D/2,D/4,6.0,V,5,4,powellalexa,D,4,5,guzzivincen,V,5,2,bonitofabia,V,5,1,mizeraolga,D,2,5,leesinhee,V,5,4,salazaralda,,,,,
288,117,0.5,VON KERSSENBROCK Diane,23,FRA,vonkerssenb,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,9.0,15.0,zuikovavero,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,4.0,6.0,25.0,20.0,0.667,5.0,1.0,V/4,V/5,V/5,V/5,D/2,D/4,6.0,V,5,3,nagaianna,D,4,5,verretalexa,V,5,2,swatowska-w,V,5,4,kohellemeih,D,2,5,gunacgokce,V,4,1,aldananaiar,,,,,
289,118,0.5,LOEHR Lisa-Marie,21,GER,loehrlisa-m,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,10.0,15.0,lutyaliya,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,4.0,6.0,22.0,17.0,0.667,5.0,2.0,V/5,D/0,V/3,V/5,V/5,D/4,6.0,V,5,4,derkachanna,D,0,5,vanbrummena,V,5,1,chukamong,D,4,5,zettermannr,V,3,1,engelchrist,V,5,1,hautalaeva,,,,,
290,119,0.5,DYNER Karina,20,CRC,dynerkarina,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,10.0,15.0,saligerovak,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,4.0,6.0,26.0,22.0,0.667,4.0,7.0,V/5,V/5,D/2,V/5,D/4,V/5,6.0,V,5,4,hatzfiona,V,5,4,praxmarerle,D,4,5,ndoloalexan,V,5,1,lindeasa,V,5,5,obraztsovam,V,5,3,torregoalic,,,,,
291,119,0.5,SAMKO Anastasiia,23,UKR,samkoanasta,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,9.0,15.0,emmeneggerm,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,4.0,6.0,26.0,22.0,0.667,4.0,5.0,V/5,V/5,D/4,D/2,V/5,V/5,6.0,V,5,3,predescuale,D,2,3,pytkakamila,V,5,3,boudreaujus,V,5,4,korneevaari,D,4,5,holmeskatha,V,5,4,saucedorocí,,,,,
292,121,0.5,STEPANYAN Nataliya,25,UKR,stepanyanna,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,13.0,15.0,klasikalicj,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,4.0,6.0,25.0,21.0,0.667,4.0,6.0,D/3,D/2,V/5,V/5,V/5,V/5,6.0,V,5,2,takahashier,V,5,3,kriegerange,D,2,5,gradymiriam,V,5,4,mullenalish,D,3,5,lutyaliya,V,5,3,kriegerange,,,,,
293,122,0.5,GALPER Eva,19,ISR,galpereva,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,14.0,15.0,pechovovami,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,4.0,6.0,24.0,20.0,0.667,4.0,6.0,V/5,D/2,D/2,V/5,V/5,V/5,6.0,D,2,5,zagalajagod,V,5,0,caicedogrue,D,2,5,zuikovavero,V,5,3,hsiehkaylin,V,5,3,prafilcapac,V,5,0,caicedogrue,,,,,
294,123,0.5,SADLER Louise,20,GBR,sadlerlouis,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,6.0,15.0,yasinskayak,-9.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,4.0,6.0,24.0,21.0,0.667,3.0,5.0,V/5,D/3,V/4,V/5,V/5,D/2,6.0,D,3,5,hechtdar,V,5,2,kurokiyume,V,5,3,veresgreta,D,2,5,zamoranoand,V,4,3,wongshams,V,5,3,klasikalicj,,,,,
295,124,0.5,MESIC Ana,23,CRO,mesicana,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,10.0,15.0,bavugekhabi,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,4.0,6.0,23.0,20.0,0.667,3.0,2.0,D/3,V/3,V/5,V/4,V/5,D/3,6.0,V,4,3,englerturru,V,3,2,lehtonensuv,V,5,4,correasanta,D,3,5,berendscarm,V,5,2,ehleralexan,D,3,4,garciarodri,,,,,
296,125,0.5,POLIS Anna,33,POL,polisanna,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,3.0,15.0,murtazaevaa,-12.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,4.0,6.0,21.0,18.0,0.667,3.0,5.0,D/3,V/3,V/5,D/0,V/5,V/5,6.0,V,3,2,loitkarolii,D,0,5,bozzaalessa,D,3,5,bultynckann,V,5,1,landotamara,V,5,3,nixoncather,V,5,2,coufalovaan,,,,,
297,126,0.5,MIZERA Olga,31,POL,mizeraolga,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,13.0,15.0,limtaehee,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,4.0,6.0,24.0,22.0,0.667,2.0,3.0,D/1,V/5,V/5,V/5,V/5,D/3,6.0,V,5,3,leesinhee,V,5,3,salazaralda,V,5,4,powellalexa,D,1,5,fernandezca,V,5,3,bonitofabia,D,3,4,guzzivincen,,,,,
298,127,0.5,RAPOSO Dana,19,ESP,raposodana,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,10.0,15.0,hechtdar,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,4.0,6.0,25.0,24.0,0.667,1.0,3.0,V/5,D/4,V/5,D/1,V/5,V/5,6.0,V,5,4,abdulrahman,D,4,5,borsodyemma,V,5,2,dejongchery,V,5,4,burkhardisa,D,1,5,washingtoni,V,5,4,engdahlsoph,,,,,
299,128,0.5,KADYROVA Iulia,22,RUS,kadyrovaiul,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,10.0,15.0,spasanastas,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,4.0,6.0,23.0,22.0,0.667,1.0,6.0,V/5,D/3,V/5,V/4,V/5,D/1,6.0,V,5,3,liucharlene,D,1,5,hesssanchog,D,3,5,trianacebal,V,4,3,hoppemontan,V,5,3,zensanna,V,5,5,hesssanchog,,,,,
300,129,0.25,WETZKER Laura Katalin,19,GER,wetzkerlaur,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,9.0,15.0,hsiehkaylin,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,3.0,5.0,19.0,16.0,0.6,3.0,1.0,V/5,V/5,D/1,V/5,D/3,D/0,6.0,D,1,5,staehlilaur,D,0,0,kuuskkristi,V,5,4,pawlowskama,V,5,1,jukicpaula,D,3,4,nagykinga,V,5,2,zakharenkoa,15.0,11.0,piedrahitag,4.0,V
301,130,0.25,FAVRE Aurore,23,SUI,favreaurore,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,14.0,15.0,soldatovaan,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,3.0,6.0,24.0,20.0,0.5,4.0,5.0,V/5,D/4,D/4,D/1,V/5,V/5,6.0,D,4,5,tataranamal,D,1,5,kesaevamari,V,5,0,barnesrache,V,5,4,parkfaith,D,4,5,traditigaia,V,5,1,rochalucie,15.0,13.0,loitkarolii,2.0,V
302,131,0.25,LIN Yik Hei Coco,27,HKG,linyikheico,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,11.0,15.0,derkachanna,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,3.0,6.0,18.0,14.0,0.5,4.0,2.0,D/3,D/3,V/3,V/2,V/5,D/2,6.0,V,2,0,limvictoria,D,3,4,yudanwoo,V,5,2,piveteauann,D,2,3,vandingenen,V,3,0,dewijnday,D,3,5,brovkoinna,12.0,11.0,barnesrache,1.0,V
303,132,0.25,EHLER Alexandra,27,GER,ehleralexan,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,12.0,15.0,beneabianca,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,3.0,6.0,25.0,22.0,0.5,3.0,4.0,D/4,D/2,V/5,D/4,V/5,V/5,6.0,D,4,5,garciarodri,D,4,5,englerturru,V,5,2,lehtonensuv,V,5,3,correasanta,D,2,5,mesicana,V,5,2,berendscarm,15.0,7.0,veresgreta,8.0,V
304,133,0.25,DEKANY Kinga,20,HUN,dekanykinga,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,13.0,15.0,martenssone,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,3.0,6.0,24.0,22.0,0.5,2.0,2.0,D/4,V/5,V/5,V/4,D/4,D/2,6.0,V,4,1,gorammeliss,V,5,3,plantbethan,D,4,5,stahlbergna,D,2,5,robleselena,V,5,3,bogdanovade,D,4,5,mackinnonle,15.0,14.0,powellalexa,1.0,V
305,134,0.25,ERTURK Aleyna,16,TUR,erturkaleyn,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,12.0,15.0,staehlilaur,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,3.0,6.0,23.0,21.0,0.5,2.0,6.0,V/5,D/2,V/5,D/4,D/2,V/5,6.0,V,5,4,limcheryl,V,5,1,gyurkoanna,D,2,5,feyginnicol,D,4,5,bukilili,V,5,1,torrenteluc,D,2,1,gyurkoanna,14.0,11.0,berendscarm,3.0,V
306,135,0.25,CISNEROS Sofia,26,ESP,cisnerossof,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,8.0,9.0,obraztsovam,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,3.0,6.0,24.0,23.0,0.5,1.0,6.0,D/4,V/5,V/5,D/3,D/3,V/4,6.0,V,5,3,panuschkacl,V,4,3,murtazaevaa,V,5,3,schwanteslo,D,3,4,varfolomyey,D,4,5,nahapetyand,D,3,3,murtazaevaa,9.0,8.0,korneevaari,1.0,V
307,135,0.25,VIZEU Victoria,18,BRA,vizeuvictor,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,14.0,15.0,predescuale,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,3.0,6.0,24.0,23.0,0.5,1.0,2.0,D/4,V/5,D/3,V/5,D/2,V/5,6.0,V,5,3,ascassomari,V,5,1,piedrahitag,D,2,5,andryushina,V,5,4,grijakmarta,D,3,5,brychbarbar,D,4,5,dvininavale,15.0,12.0,grijakjana,3.0,V
308,137,0.25,DOUBOVA Dominika,31,CZE,doubovadomi,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,9.0,15.0,kesaevamari,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,3.0,6.0,21.0,20.0,0.5,1.0,4.0,V/5,V/5,V/5,D/2,D/2,D/2,6.0,V,5,1,linareshele,D,2,3,emmeneggerm,V,5,2,vornanenann,D,2,5,leehyein,V,5,4,varverifani,D,2,5,ketkarketki,15.0,13.0,engdahlsoph,2.0,V
309,138,0.25,PYTKA Kamila,27,POL,pytkakamila,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,12.0,15.0,yudanwoo,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,3.0,6.0,19.0,19.0,0.5,0.0,4.0,D/3,D/3,D/1,V/3,V/5,V/4,6.0,D,3,4,boudreaujus,V,3,2,samkoanasta,D,1,2,holmeskatha,V,5,4,saucedorocí,D,3,4,predescuale,V,4,3,korneevaari,15.0,12.0,schmidlpaul,3.0,V
310,139,0.25,CAGNIN Beatrice,23,ITA,cagninbeatr,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,7.0,15.0,bieleszovav,-8.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,3.0,6.0,24.0,25.0,0.5,-1.0,5.0,D/3,D/3,V/5,V/5,V/5,D/3,6.0,D,3,5,limtaehee,V,5,4,chatzisaran,D,3,5,brunnerpaul,D,3,5,jaramilloqu,V,5,4,pinggeraeli,V,5,2,smithtaylor,10.0,9.0,shinhyuna,1.0,V
311,140,0.25,CHWOJNIK Tamara,23,ARG,chwojniktam,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,11.0,12.0,zagalajagod,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,3.0,6.0,22.0,23.0,0.5,-1.0,3.0,V/5,D/2,V/5,D/1,V/5,D/4,6.0,V,5,2,milicicandj,D,2,5,svystilyuli,V,5,3,chaconcamil,V,5,3,lorenzthere,D,1,5,rizzigiulia,D,4,5,martinezvid,15.0,14.0,pawlowskama,1.0,V
312,141,0.25,KHRAPINA Violetta,28,RUS,khrapinavio,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,5.0,6.0,taheoceane,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,3.0,6.0,17.0,18.0,0.5,-1.0,7.0,V/5,D/4,D/1,V/4,D/0,V/3,6.0,V,5,4,isidroalba,V,3,1,ortegapatri,D,0,1,tothjazmin,D,4,5,kimchearin,V,4,5,marzanirobe,V,4,2,mitchellgeo,15.0,10.0,tataranamal,5.0,V
313,142,0.25,LIXANDRU Nicole,18,ESP,lixandrunic,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,9.0,15.0,sicasusanma,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0,3.0,6.0,23.0,25.0,0.5,-2.0,3.0,V/5,V/5,D/4,D/1,D/3,V/5,6.0,D,3,5,pechovovami,V,5,4,conradanast,D,4,5,labroemma,V,5,2,laansookare,D,1,5,santuccioal,V,5,4,grijakjana,9.0,8.0,lehtonensuv,1.0,V
314,143,0.25,GORAM Melissa,31,FRA,gorammeliss,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,9.0,12.0,washingtoni,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,3.0,6.0,20.0,22.0,0.5,-2.0,5.0,D/3,D/1,V/3,V/5,D/3,V/5,6.0,D,1,4,dekanykinga,V,5,4,bogdanovade,D,3,5,mackinnonle,V,5,2,robleselena,V,3,2,plantbethan,D,3,5,stahlbergna,15.0,11.0,buechkimjas,4.0,V
315,144,0.25,TRIANA CEBALLOS Valentina,18,COL,trianacebal,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,5.0,15.0,ndoloalexan,-10.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,3.0,6.0,19.0,21.0,0.5,-2.0,2.0,V/5,D/4,V/5,D/0,V/5,D/0,6.0,D,0,5,babaharuna,D,4,5,liucharlene,V,5,3,kadyrovaiul,D,0,5,hesssanchog,V,5,1,hoppemontan,V,5,2,zensanna,13.0,12.0,massereysol,1.0,V
316,145,0.25,ENGEL Christiana,32,AUT,engelchrist,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,10.0,15.0,masaloolivi,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,3.0,6.0,18.0,20.0,0.5,-2.0,4.0,V/3,D/1,D/4,D/2,V/4,V/4,6.0,V,3,1,hautalaeva,D,2,5,derkachanna,D,4,5,vanbrummena,V,4,3,chukamong,D,1,3,loehrlisa-m,V,4,3,zettermannr,15.0,7.0,zhengevelyn,8.0,V
317,146,0.25,EL KORD Camilia,34,MAR,elkordcamil,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,10.0,15.0,leehyein,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,3.0,6.0,23.0,26.0,0.5,-3.0,3.0,V/5,D/2,D/2,V/5,D/4,V/5,6.0,D,4,5,aznarlaura,D,2,5,soldatovaan,D,2,5,vanrysselel,V,5,4,petkoviclar,V,5,3,alvimmaria,V,5,4,mihalykata,11.0,10.0,landotamara,1.0,V
318,147,0.25,MAVRIKIOU Irina,37,CYP,mavrikiouir,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,11.0,15.0,kriegerange,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,3.0,6.0,22.0,26.0,0.5,-4.0,1.0,D/4,V/5,V/5,V/5,D/3,D/0,6.0,V,5,4,nesbitthann,D,0,5,malloaurian,V,5,4,chanwailing,V,5,3,guimaraesma,D,3,5,kecmanmilic,D,4,5,okhotnikova,15.0,14.0,limcheryl,1.0,V
319,148,0.25,MARTINEZ VIDAL Elisa,18,ESP,martinezvid,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,4.0,15.0,brovkoinna,-11.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,3.0,6.0,19.0,24.0,0.5,-5.0,7.0,D/2,D/0,V/5,V/5,D/2,V/5,6.0,D,2,5,lorenzthere,V,5,2,milicicandj,D,2,5,rizzigiulia,D,0,5,svystilyuli,V,5,4,chwojniktam,V,5,3,chaconcamil,15.0,14.0,dewijnday,1.0,V
320,149,0.25,LAANSOO Karen,45,CAN,laansookare,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,3.0,15.0,holmeskatha,-12.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,3.0,6.0,19.0,25.0,0.5,-6.0,1.0,V/5,D/2,D/1,D/1,V/5,V/5,6.0,D,1,5,labroemma,V,5,4,grijakjana,D,1,5,santuccioal,D,2,5,lixandrunic,V,5,4,pechovovami,V,5,2,conradanast,15.0,14.0,mitchellgeo,1.0,V
321,150,0.25,GOLDMANN Lara,19,GER,goldmannlar,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,10.0,15.0,cebulaanne,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0,2.0,5.0,16.0,19.0,0.4,-3.0,4.0,D/0,V/5,V/5,D/3,D/3,,5.0,V,5,0,sulenburgos,D,3,5,gnamtamara,V,5,4,shinhyuna,D,3,5,leontemihae,D,0,5,martenssone,,,,,15.0,11.0,zettermannr,4.0,V
322,151,0.25,GONZALEZ SANDOVAL Diamelys,27,CUB,gonzalezsan,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,7.0,15.0,brunnerpaul,-8.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,2.0,5.0,15.0,18.0,0.4,-3.0,6.0,D/3,V/5,D/2,D/0,V/5,,5.0,V,5,0,mayrfranzis,V,5,3,baloghbella,D,3,5,JOYCE Michaela,D,0,5,mroszczakan,D,2,5,ditellaisab,,,,,15.0,12.0,takahashier,3.0,V
323,152,0.25,JOYCE Michaela,18,USA,joycemichae,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,8.0,15.0,kimchearin,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,2.0,5.0,14.0,21.0,0.4,-7.0,1.0,D/1,D/0,D/3,V/5,V/5,,5.0,D,1,5,baloghbella,D,0,5,ditellaisab,V,5,3,gonzalezsan,V,5,3,mayrfranzis,D,3,5,mroszczakan,,,,,15.0,6.0,itoanju,9.0,V
324,153,0.25,FERRARI Marta,32,ITA,ferrarimart,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,13.0,15.0,stahlbergna,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0,2.0,6.0,15.0,16.0,0.333,-1.0,4.0,D/0,V/5,D/2,V/5,D/3,D/0,6.0,D,0,1,shemyakinay,V,5,0,elamurmia,D,2,5,sizooisaura,D,3,4,saligerovak,V,5,4,masaloolivi,D,0,2,yasinskayak,15.0,12.0,dvininavale,3.0,V
325,154,0.25,YOSHIMURA Miho,24,JPN,yoshimurami,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,10.0,15.0,kardosedina,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0,2.0,6.0,23.0,26.0,0.333,-3.0,4.0,D/4,V/5,D/4,D/2,D/3,V/5,6.0,D,4,5,franssonemm,D,2,5,zhengevelyn,D,4,5,spasanastas,D,3,5,cebulaanne,V,5,4,kroesekatel,V,5,2,chantszchin,15.0,7.0,leonardaria,8.0,V
326,155,0.25,BURKHARD Isabelle,20,SUI,burkhardisa,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,12.0,15.0,demarchiele,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,2.0,6.0,21.0,25.0,0.333,-4.0,1.0,V/5,D/4,V/5,D/2,D/1,D/4,6.0,V,5,1,dejongchery,D,4,5,engdahlsoph,D,2,5,washingtoni,D,4,5,raposodana,D,1,5,abdulrahman,V,5,4,borsodyemma,15.0,12.0,hesssanchog,3.0,V
327,156,0.25,ALDANA Naiara,27,ESP,aldananaiar,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,9.0,15.0,marzanirobe,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,2.0,6.0,22.0,27.0,0.333,-5.0,2.0,D/1,V/5,D/3,D/4,V/5,D/4,6.0,D,4,5,swatowska-w,V,5,4,kohellemeih,V,5,4,gunacgokce,D,4,5,verretalexa,D,3,5,nagaianna,D,1,4,vonkerssenb,15.0,10.0,haradasaki,5.0,V
328,156,0.25,GRIJAK Marta,21,SRB,grijakmarta,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,11.0,15.0,nagykinga,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,2.0,6.0,22.0,27.0,0.333,-5.0,7.0,D/4,D/4,D/2,V/5,V/5,D/2,6.0,D,4,5,dvininavale,D,2,5,andryushina,V,5,3,ascassomari,D,4,5,vizeuvictor,V,5,5,piedrahitag,V,5,4,brychbarbar,15.0,9.0,hatzfiona,6.0,V
329,158,0.25,BOGDANOV Adele,18,ISR,bogdanovade,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,14.0,15.0,leesinhee,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.0,2.0,6.0,21.0,27.0,0.333,-6.0,4.0,D/2,D/3,V/5,D/4,D/2,V/5,6.0,D,2,5,mackinnonle,D,4,5,gorammeliss,V,5,3,plantbethan,D,2,5,stahlbergna,D,3,5,dekanykinga,V,5,4,robleselena,15.0,8.0,aznarlaura,7.0,V
330,159,0.25,NAGAI Anna,20,JPN,nagaianna,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,6.0,15.0,bukilili,-9.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,2.0,6.0,18.0,24.0,0.333,-6.0,4.0,D/3,V/5,D/3,D/2,V/5,D/0,6.0,D,3,5,vonkerssenb,D,2,5,swatowska-w,D,3,4,kohellemeih,V,5,2,gunacgokce,V,5,3,aldananaiar,D,0,5,verretalexa,15.0,14.0,hidevictori,1.0,V
331,160,0.25,PANUSCHKA Claudia,43,AUT,panuschkacl,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,4.0,15.0,azukaitevik,-11.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0,2.0,6.0,19.0,26.0,0.333,-7.0,3.0,V/5,V/5,D/2,D/1,D/3,D/3,6.0,D,3,5,cisnerossof,V,5,3,schwanteslo,D,2,5,varfolomyey,V,5,3,nahapetyand,D,1,5,azukaitevik,D,3,5,murtazaevaa,15.0,14.0,leontemihae,1.0,V
332,161,0.25,LEONTE Mihaela,20,ROU,leontemihae,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,3.0,5.0,22.0,18.0,0.6,4.0,6.0,D/4,D/3,V/5,V/5,V/5,,5.0,V,5,3,gnamtamara,D,3,5,shinhyuna,D,4,5,MARTENSSON Elvira,V,5,3,goldmannlar,V,5,2,sulenburgos,,,,,14.0,15.0,panuschkacl,-1.0,D
333,162,0.25,HIDE Victoria,24,GBR,hidevictori,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,3.0,5.0,19.0,15.0,0.6,4.0,3.0,V/5,D/3,V/5,D/1,V/5,,5.0,V,5,1,vargashilla,V,5,1,knezevickat,D,1,4,salamonreka,D,3,5,schmidlpaul,V,5,4,differtnell,,,,,14.0,15.0,nagaianna,-1.0,D
